word,Freq
este,132.14074074074074
para,655.5659743227802
isto,19.29259259259259
como,314.0602103918801
mais,243.06118505074951
pela,139.3068999126168
pelo,134.96311420313236
anos,85.27895409020637
pode,75.5436243866371
está,75.18879814478727
pena,6.2555555555555555
seus,65.90408012368086
dona,4.82962962962963
cada,54.42873227129126
café,4.333333333333333
suas,53.46550043691605
dois,51.982422531424355
irmã,3.812962962962963
seja,45.06352087114338
onde,44.03298716139007
isso,43.71143375680581
vida,42.82793910062513
três,40.8887880621093
juro,3.311111111111111
caso,40.443133696309744
fino,3.1592592592592594
área,39.05743765544129
essa,38.50910801908987
deve,37.780214424951275
esse,37.753579350675544
meio,37.01451905626135
hoje,36.34998655642939
qual,35.91685151576259
duas,34.612152987833575
voar,2.225925925925926
país,32.79088525912483
pois,32.460425489009886
após,32.40110573368287
esta,31.677925657054516
dias,30.905340458425762
gato,1.9814814814814814
será,29.709282785507835
sido,28.955266518787393
todo,28.440881898232174
pano,1.6925925925925926
fato,28.05858035894334
tipo,27.993210996840766
fita,1.6388888888888888
José,27.50730994152047
tubo,1.4037037037037037
eles,25.582190629831285
água,24.90774349667272
além,24.786835383477854
fumo,1.2962962962962963
lado,24.08003965853331
novo,23.135880889964376
base,22.804496874369836
onze,1.048148148148148
quem,21.800598238892253
modo,21.705737043758823
grão,1.0166666666666666
nova,21.412079048195203
ação,20.82047791893527
jóia,0.9259259259259259
aqui,19.049707602339183
tudo,18.842928681857902
eram,18.425421792027965
casa,18.27586206896552
cego,0.7111111111111111
toda,17.833568595819052
cova,0.6777777777777778
você,17.292296834039124
numa,17.256251260334746
nome,16.84773475835182
sofá,0.6148148148148148
teve,16.401492236337972
João,16.021459299589974
fase,15.226608187134504
rolo,0.4777777777777778
quer,14.462677287087452
solo,14.055589164482088
nada,13.754621227398
fora,13.739245143510118
grau,13.687991530550516
alta,13.655390871815555
peso,13.285104523761513
cimo,0.39444444444444443
obra,13.162179874974795
rede,12.853481884788602
jogo,12.701149425287358
tais,12.625949452174499
taxa,12.287255495059489
neta,0.3296296296296296
azar,0.3277777777777778
seis,11.861262351280502
povo,11.831266384351686
pulo,0.30925925925925923
elas,11.602137527727367
real,11.041960744773814
fito,0.2777777777777778
time,10.780567318679843
Nova,10.730826107414131
fuso,0.26481481481481484
rima,0.26296296296296295
tema,10.312563016737247
Luiz,10.139477045103181
fica,9.991345701418298
tear,0.23703703703703705
baga,0.22592592592592592
alto,9.06214290515561
hora,8.950897358338375
sexo,8.764199771459301
York,8.637410096121531
ópio,0.18703703703703703
iene,0.18518518518518517
algo,8.303421388720846
pais,8.26796397123076
arte,8.194780533709753
maio,8.098154869933456
terá,8.069419237749548
dado,7.980607649391679
sabe,7.901038515829805
data,7.801640115614708
sapo,0.15555555555555556
zona,7.736270753512134
fala,7.547892720306514
luta,7.4690797875915855
sete,7.332963635141494
cuja,7.328678497008807
sala,7.253478523895947
oito,7.0919036095987105
dele,6.9960341466693565
logo,6.956459635679237
tara,0.1259259259259259
mula,0.12037037037037036
aula,6.496689520736709
sopé,0.11296296296296296
gago,0.10740740740740741
cujo,6.111951334274384
fava,0.1037037037037037
cale,0.10185185185185185
cepo,0.1
leva,5.764603078577671
traz,5.669489816495262
tatu,0.09074074074074075
gume,0.08888888888888889
voto,5.555051421657593
dada,5.388855279962359
bens,5.203586072460846
usar,5.109313033541709
seca,5.097465886939572
amor,5.088979632990523
face,5.0801572897761655
teor,4.946393762183236
sede,4.939924043826041
jota,0.06851851851851852
meus,4.8511964777845
mãos,4.778937285743094
vivo,4.766754049875647
dela,4.683487934395376
leis,4.664582913221753
acho,4.52157693083283
erro,4.473600188209989
anil,0.05555555555555555
soja,4.386721113127647
medo,4.293708408953418
peça,4.15028231498286
sair,4.134486119513343
nove,4.11314445116623
peço,4.094239429992607
pipi,0.04814814814814815
nota,4.071553404584258
ruas,4.041305370706461
Luís,4.031390737379849
tese,4.028870067890032
vale,4.018619345298112
fins,4.010133091349063
juiz,4.008200578073537
dose,3.959299589971097
lhes,3.8504906903273515
haja,3.7289103986018692
veio,3.7150467164078784
pior,3.5649828594474697
oral,3.4252537473953084
raça,3.355515224843719
atos,3.3398870740068567
dito,3.3187134502923983
cima,3.304597701149426
cena,3.290649996639108
